ID,TIPO,CLASE,MARCA,LINEA,CILINDRAJE,TONELAJE,PASAJE,MODELOS,,,,,,,,,,,,,,,,,,,,,,,,
34043,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,ABS PANIGALE AW,1198,,,6360,7390,7910,8590,9260,9970,10730,11680,12690,13670,14750,15980,17310,18780,20260,21910,23790,25690,27930,30170,32490,35390,38830,42710,46500
8138,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,DIAVEL 1200 MT,1198,0,0,3550,4150,4560,4930,5400,5870,6430,6920,7570,8150,8950,9700,10480,11440,12430,13560,14660,16050,17280,18580,19920,21550,23890,25090,26700
8136,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,DIAVEL CARBON MT,1198,0,0,4100,4930,5270,5870,6330,6820,7480,8150,8830,9590,10360,11310,12300,13350,14550,15840,17390,18840,20300,21740,23420,25360,28260,29670,31700
8139,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,DIAVEL DARK MT,1198,0,0,6290,7600,8410,9420,10430,11540,12850,13970,15000,16030,17370,18590,20040,21290,22950,24410,25980,27570,29270,32830,40770,44070,49020,51470,55400
8137,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,DIAVEL STRADA MT,1198,0,0,4380,4980,5370,5810,6250,6810,7330,7970,8510,9220,10060,10830,11670,12630,13670,14750,16140,17450,18900,20480,22100,24000,26680,28020,30700
24791,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,DIAVEL STRADA MT (LINEA BASE ESTANDAR),1200,0,0,4380,4980,5370,5810,6250,6810,7330,7970,8510,9220,10060,10830,11670,12630,13670,14750,16140,17450,18900,20480,22100,24000,26680,28020,30700
24789,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,HYPERMOTARD (LINEA BASE ESTANDAR),820,0,0,1310,1540,1730,1990,2250,2510,2820,3250,3710,4150,4810,5390,6270,7280,8460,9780,11350,13350,15670,18380,20090,21670,24340,25560,27700
24790,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,HYPERMOTARD (LINEA BASE ESTANDAR),1080,0,0,3160,3620,3980,4460,4790,5130,5710,6170,6630,7240,7910,8560,9300,10140,10960,11890,12790,13890,14930,16230,17510,18930,20930,21980,23800
8141,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,HYPERMOTARD 1100 EVO SP CORSE EDITION MT,1078,0,0,3400,3950,4210,4560,4990,5390,5800,6220,6690,7160,7760,8420,9100,9790,10540,11450,12410,13390,14440,15690,16900,18290,20210,21220,22800
8143,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,HYPERMOTARD 1100 MT,1078,0,0,3160,3620,3980,4460,4790,5130,5710,6170,6630,7240,7910,8560,9300,10140,10960,11890,12790,13890,15120,16330,17710,19230,21410,22480,24800
8144,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,HYPERMOTARD 796 MT,803,0,0,3780,4360,4680,5130,5480,5940,6420,7000,7540,8160,8830,9590,10410,11310,12220,13230,14360,15410,16490,17830,19360,21000,23440,24610,26700
8142,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,HYPERMOTARD 821 MT,821,0,0,1310,1540,1730,1990,2250,2510,2820,3280,3750,4190,4900,5490,6360,7370,8550,9980,11550,13540,15970,18770,22130,22570,23070,23560,25700
8140,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,HYPERMOTARD 821 SP MT,821,0,0,5910,7040,7540,8140,8830,9440,10140,11040,11830,12730,13730,14740,15750,16960,18170,19570,20990,22700,24400,27490,34060,34750,35440,36140,38600
2200603,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,HYPERMOTARD 939,937,,,9100,10590,11390,12280,13270,14360,15540,16730,18120,19500,21090,22770,24650,26530,28710,30990,33460,36140,39010,42170,45540,49200,53130,57420,62400
8145,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,HYPERSTRADA 821 MT,821,0,0,1400,1820,2030,2380,2790,3250,3790,4470,5360,6330,7530,9070,10950,13370,16290,20040,24760,28050,30300,33930,41340,42170,43070,43960,47500
24787,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER (LINEA BASE ESTANDAR),620,0,0,3750,4300,4600,5020,5430,5860,6330,6870,7380,8070,8650,9380,10230,11030,11910,12810,13830,14990,16190,17540,18830,20340,22770,23910,25700
24786,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER (LINEA BASE ESTANDAR),700,0,0,3830,4430,4760,5180,5610,6080,6540,7140,7640,8390,9020,9770,10680,11510,12440,13420,14500,15710,16970,18370,19740,21330,23840,25030,26700
24785,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER (LINEA BASE ESTANDAR),800,0,0,3470,4050,4360,4680,5130,5480,5940,6510,7000,7620,8160,8910,9590,10410,11310,12320,13230,14260,15220,16210,17340,18800,21090,22150,23800
24784,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER (LINEA BASE ESTANDAR),1000,0,0,3060,3570,3980,4370,4730,5260,5800,6300,6970,7540,8360,9070,9840,10700,11600,12660,13740,14930,16310,17830,19390,21050,23370,24540,26700
24788,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER (LINEA BASE ESTANDAR),1080,0,0,2790,3230,3580,3940,4250,4720,5190,5620,6250,6740,7450,8110,8900,9740,10610,11620,12670,13800,14970,16410,17850,19360,21500,22580,24800
8151,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER 1100 EVO MT,1078,0,0,2790,3230,3580,3940,4250,4720,5190,5620,6250,6740,7450,8110,8900,9740,10610,11620,12670,13800,14970,16410,17850,19360,21500,22580,24800
8148,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER 1100S MT,1078,0,0,3910,4440,4790,5120,5500,5940,6490,6960,7550,8100,8740,9450,10190,11070,11880,12860,13880,15110,16320,17550,18890,20480,22700,23840,25700
8146,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER 1200S MT,1198,0,0,5300,6360,7000,7640,8470,9300,10220,11140,12250,13530,14820,16300,17860,19610,21540,23750,26060,28630,31490,34620,38030,41990,48890,51330,55400
8159,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER 620 DARK MT,618,0,0,3440,3950,4230,4590,4990,5370,5770,6300,6700,7370,7890,8550,9300,9920,10720,11520,12430,13470,14540,15730,16950,18300,20550,21580,23800
8157,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER 620 MT,618,0,0,3960,4590,4810,5190,5550,5940,6320,6820,7210,7800,8310,8920,9460,10120,10970,11630,12400,13290,14300,15250,16310,17670,19550,20530,21800
8155,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER 695 MT,695,0,0,4290,4890,5250,5670,5960,6400,6900,7380,7890,8550,9150,9730,10450,11200,12130,12910,13790,14790,15920,17000,18210,19730,21780,22870,24800
8156,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER 696 MT,696,0,0,4190,4890,5250,5670,6060,6580,7090,7640,8380,9040,9720,10410,11330,12270,13200,14180,15440,16530,17860,19330,20730,22440,24790,26030,27700
8150,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER 796 MT,803,0,0,3470,4050,4360,4680,5130,5480,5940,6510,7000,7620,8160,8910,9590,10410,11310,12320,13320,14360,15410,16590,17820,19380,21670,22750,24800
8152,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER 821 STD MT,821,0,0,3810,4600,4970,5520,6080,6630,7370,8100,9020,9850,10860,11880,13080,14370,15740,17310,18970,20900,22930,25230,27710,30470,35540,37320,40600
8154,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER S2R DARK MT,803,0,0,4200,4680,5120,5470,5820,6290,6780,7310,7840,8410,9100,9760,10520,11270,12160,13070,14010,15090,16240,17400,18730,20300,22710,23850,25700
8153,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER S2R MT,803,0,0,3940,4670,5030,5480,5860,6350,6970,7480,8150,8820,9520,10360,11140,12000,12990,14030,15190,16380,17710,19100,20770,22430,25100,26350,28700
8149,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER S4R MT,996,0,0,4290,4930,5340,5720,6190,6710,7200,7780,8430,9100,9810,10530,11300,12160,13060,14100,15200,16390,17610,19000,20460,22210,24730,25970,27700
8147,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MONSTER S4R S MT,998,0,0,4270,4980,5360,5740,6170,6700,7150,7750,8370,9010,9690,10550,11320,12240,13230,14230,15400,16580,17790,19180,20650,22370,24900,26150,28700
24781,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA (LINEA BASE ESTANDAR),620,0,0,3690,4270,4670,5070,5490,5910,6370,6920,7400,7890,8500,9130,9730,10480,11210,12090,12920,13850,14830,15870,17030,18510,20710,21750,23800
24783,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA (LINEA BASE ESTANDAR),1000,0,0,2510,2890,3100,3450,3700,4060,4370,4830,5300,5730,6270,6840,7310,7860,8480,9270,9980,10850,11760,12670,13750,14880,16560,17390,18800
24782,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA (LINEA BASE ESTANDAR),1200,0,0,5020,6080,6630,7370,8010,8930,9760,10770,11880,12980,14280,15650,17130,18780,20720,22740,24860,27340,30110,32590,35350,38390,41900,44000,47500
8166,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA 1000 DS MT,992,0,0,2680,3080,3390,3640,3990,4350,4710,5130,5630,6160,6650,7230,7780,8340,8980,9750,10560,11450,12330,13350,14520,15750,17530,18410,19800
8164,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA 1000 S DS MT,992,0,0,3130,3630,3880,4300,4680,5090,5510,5940,6530,6990,7590,8210,8900,9620,10410,11240,12090,13110,14280,15390,16630,18080,20150,21160,22800
8165,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA 1100 MT,1078,0,0,2560,2940,3180,3520,3780,4170,4450,4930,5380,5840,6370,6950,7490,8160,8780,9530,10250,11120,12060,13020,14130,15280,17020,17870,18800
8163,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA 1200 MT,1198,0,0,5020,6080,6630,7370,8010,8930,9760,10770,11880,12980,14280,15650,17130,18780,20720,22740,24860,27340,30110,32590,35350,38390,41900,44000,47500
8162,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA 1200S MT,1198,0,0,6790,8270,9300,10320,11450,12400,13240,14290,15360,16420,17800,19070,20560,21870,23570,25110,26750,28410,30160,33770,41760,45110,50160,52670,56400
8160,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA 1200S PIKES PEAK MT,1198,0,0,8030,9310,9950,10680,11530,12470,13330,14400,15450,16540,17930,19220,20730,22050,23780,25320,27000,28690,30500,34180,42240,45640,50730,53260,57400
8161,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA 1200S Touring MT,1198,0,0,6140,7370,8010,8930,9760,10770,11780,12980,14280,15740,17220,18880,20810,22930,25230,27620,30380,32870,35720,38670,41990,45480,49530,52010,56400
8168,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA 620 DARK MT,618,0,0,3360,3750,3970,4200,4500,4830,5160,5500,5830,6190,6610,7070,7500,8110,8600,9280,9840,10510,11190,11880,12680,13790,15570,16360,17800
8167,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,MULTISTRADA 620 MT,618,0,0,3740,4270,4670,5170,5550,6000,6470,7010,7590,8210,8990,9710,10420,11210,12180,13160,14180,15310,16580,17910,19450,21040,23330,24500,26700
24780,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SCRAMBLER (LINEA BASE ESTANDAR),800,0,0,3260,3770,4150,4600,5070,5520,6170,6720,7460,8200,9120,9940,10860,11970,13260,14540,16020,17580,19340,21180,23210,25590,27900,29290,31700
8169,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SCRAMBLER CLASSIC MT,803,0,0,3260,3770,4150,4600,5070,5520,6170,6720,7460,8200,9120,9940,10860,11970,13260,14540,16020,17580,19340,21180,23210,25590,27900,29290,31700
6160603,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SCRAMBLER FLAT TRACK,803,,,7700,8810,9600,10300,11190,12080,12970,14060,15150,16340,17720,19110,20590,22280,24060,26040,28120,30290,32770,35340,38210,41280,44550,48110,51500
8170,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SCRAMBLER ICON MT,803,0,0,3260,3770,4150,4600,4970,5520,6080,6630,7370,8010,8750,9670,10590,11690,12890,14090,15460,17040,18690,20530,22560,24770,27070,28420,30700
8171,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SPORTCLASSIC GT 1000 MT,992,0,0,4100,4790,5120,5500,5900,6420,6830,7410,7990,8600,9320,10020,10790,11660,12550,13700,14700,15900,17060,18360,19740,21400,23820,25010,26700
24779,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,STREETFIGHTER (LINEA BASE ESTANDAR),1100,0,0,3410,4000,4340,4690,5150,5520,6060,6510,7080,7580,8240,8870,9560,10310,11200,12010,12980,13930,15130,16370,17620,19100,21280,22330,23800
8173,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,STREETFIGHTER 1099 MT,1099,0,0,3600,4150,4440,4790,5250,5620,6060,6510,7080,7580,8240,8870,9560,10310,11200,12010,12980,13930,15130,16370,17620,19100,21280,22330,23800
8174,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,STREETFIGHTER 848 MT,849,0,0,4070,4730,5040,5580,6000,6570,7090,7660,8350,8940,9820,10620,11530,12510,13590,14700,15870,17280,18760,20270,21870,23640,26160,27460,29700
8172,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,STREETFIGHTER S MT,1098,0,0,3490,4170,4480,4860,5290,5710,6220,6800,7300,7990,8630,9440,10180,11160,12060,13110,14340,15610,16760,17950,19430,21060,23450,24620,26700
24777,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE (LINEA BASE ESTANDAR),750,0,0,4710,5380,5970,6490,6990,7560,8260,8860,9600,10550,11350,12310,13270,14370,15590,16840,18190,19760,21280,23080,24960,27020,29850,31340,33700
24776,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE (LINEA BASE ESTANDAR),850,0,0,4500,5160,5700,6190,6640,7200,7860,8420,9150,10050,10780,11670,12710,13770,14980,16120,17260,18740,20190,21870,23640,25600,28270,29690,31700
24778,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE (LINEA BASE ESTANDAR),1200,0,0,2790,3250,3630,4030,4450,4850,5390,5950,6610,7250,7930,8720,9670,10660,11730,12900,14150,15680,17260,18930,20650,22420,24930,26180,28700
8179,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 1098 MT,1099,0,0,5310,6230,6880,7410,8010,8800,9490,10340,11210,12130,13330,14470,15650,17040,18370,19870,21480,23280,25250,27320,29690,32190,35480,37250,40600
8181,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 1199 PANIGALE MT,1198,0,0,2790,3250,3630,4030,4450,4850,5390,5950,6610,7250,7930,8720,9670,10660,11730,12900,14150,15680,17260,18930,20650,22420,24930,26180,28700
8178,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 1199 PANIGALE S MT,1198,0,0,6140,7020,7490,8120,8740,9470,10190,11000,11970,12870,13840,14970,16180,17620,18940,20430,22160,24060,26000,28000,30210,32770,36130,37930,40600
8175,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 1199 PANIGALE S TRICOLORE MT,1198,0,0,5950,6920,7400,8020,8640,9280,9970,10850,11780,12670,13640,14770,15980,17340,18650,20150,21860,23570,25610,27610,29720,32380,35540,37320,40600
8176,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 1299 PANIGALE MT,1285,0,0,9150,10650,11440,12310,13310,14450,15500,16770,18080,19400,21090,22680,24540,26240,28380,30390,32540,34790,37190,41540,50330,54590,60940,63990,69300
8188,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 748 BIPOSTO MT,748,0,0,5700,6460,6950,7490,8020,8550,9280,10020,10720,11450,12320,13230,14300,15290,16400,17690,18920,20390,21940,23540,25450,27500,30320,31840,34700
8189,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 749 DARK MT,748,0,0,6120,6960,7420,8050,8510,9240,9990,10680,11480,12300,13270,14290,15320,16450,17740,18980,20350,21960,23540,25170,27090,29260,32310,33930,36600
8187,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 749 MT,748,0,0,5950,6930,7430,8030,8750,9500,10290,11190,12100,13180,14260,15410,16560,18050,19470,21110,22740,24710,26610,28900,31170,33810,37420,39290,42600
8186,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 848 MT,849,0,0,4500,5160,5700,6190,6640,7200,7860,8420,9150,10050,10780,11670,12710,13770,14980,16120,17260,18740,20190,21870,23640,25600,28270,29690,31700
8183,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 851 STRADA MT,851,0,0,2520,3030,3300,3480,3650,4010,4370,4630,4990,5350,5700,6150,6590,7130,7660,8200,8820,9530,10160,11050,11760,12740,14080,14780,15800
8182,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 899 PANIGALE MT,898,0,0,4750,5790,6490,7200,8000,8790,9790,10790,11790,12590,13590,14590,15590,16780,17890,19380,20690,22380,23990,27090,33680,36370,40470,42490,45500
8184,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERBIKE 999 MT,998,0,0,4740,5520,6090,6510,7110,7680,8340,9100,9780,10710,11560,12440,13460,14500,15700,16960,18360,19840,21490,23210,25200,27280,30360,31880,34700
8190,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUCATI,SUPERSPORT 600 SS C MT,583,0,0,4700,5480,5840,6310,6850,7300,7840,8460,9240,9900,10630,11490,12500,13410,14450,15530,16840,18130,19500,21140,22720,24650,27210,28560,30700
29923,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,DUKAR,HL-DB3096,150,,,270,370,460,460,460,556,556,556,556,650,650,740,740,740,830,830,927,927,1020,1110,1200,1300,1390,1460,1800
7768,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,DUST,RAPTOR 200 4X2 MT,200,0,0,540,650,740,740,830,927,1020,1020,1200,1390,1480,1670,1850,1950,2130,2320,2500,2690,2960,3240,3520,3800,4170,4380,5200
24792,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,EAGLE CARGO,JS (LINEA BASE ESTANDAR),200,0,0,550,730,730,850,885,916,1020,1070,1225,1246,1410,1560,1596,1680,1810,2000,2140,2330,2650,2700,3010,3330,3640,3830,4100
7771,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,EAGLE CARGO,JS JS125ZH-2 MT,125,0,0,550,700,730,830,850,885,1020,1020,1160,1225,1350,1510,1560,1596,1780,1910,2090,2240,2530,2650,2890,3210,3530,3710,4100
7769,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,EAGLE CARGO,JS JS150ZH-2/200 ADELANTE MT,200,0,0,540,740,740,830,927,1020,1020,1200,1390,1480,1670,1850,1950,2220,2320,2590,2780,3060,3430,3610,3980,4350,4730,4960,5200
7770,"MOTOCICLETAS Y
MOTOCARROS",MOTOCARRO,EAGLE CARGO,JS JS150ZH-2/200 TRASERO MT,200,0,0,540,650,740,740,830,927,1020,1020,1200,1390,1480,1670,1850,2040,2220,2410,2690,2870,3150,3430,3710,4080,4450,4670,5200
10691,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ECOBICIS,M3,1500,0,0,180,278,370,370,460,460,556,556,650,740,740,830,830,927,1020,1110,1200,1300,1480,1670,1760,1950,2130,2230,2400
10692,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ECOBICIS,M3,2000,0,0,180,278,370,370,460,460,556,556,650,740,740,830,830,927,1020,1110,1200,1300,1480,1670,1760,1950,2130,2230,2400
10693,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ECOBICIS,X,1500,0,0,180,278,370,370,460,460,556,556,650,740,740,830,830,927,1020,1110,1200,1300,1480,1670,1760,1950,2130,2230,2400
10694,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ECOBICIS,X,2000,0,0,180,278,370,370,460,460,556,556,650,740,740,830,830,927,1020,1110,1200,1300,1480,1670,1760,1950,2130,2230,2400
40618,"MOTOCICLETAS Y
MOTOCARROS",MOTOCICLETA,EKA MOTORS,ENDURO,200,0,0,0,600,600,600,600,600,600,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,2000,2200,2400,2583,3099
29530,"MOTOCICLETAS Y
MOTOCARROS",CUATRIMOTO,ELEPHANT POWER,HS 700 UTV,700,,,900,1110,1300,1300,1390,1480,1575,1670,1760,1950,2040,2220,2320,2500,2590,2780,2960,3150,3430,3610,3800,4080,4450,4670,5200
10680,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",EMOTIRE,vita,2000,0,0,180,278,370,370,460,460,556,556,650,740,740,830,830,927,1020,1110,1200,1300,1480,1670,1760,1950,2130,2230,2400
10690,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,ATV,500,0,0,90,185,185,278,278,278,278,370,370,370,460,460,460,460,556,556,556,650,740,740,830,927,1020,1070,1100
10689,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,Cross Mini,500,0,0,90,185,185,278,278,278,278,370,370,370,460,460,460,460,556,556,556,650,740,740,830,927,1020,1070,1100
10684,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,e-max,3000,0,0,360,370,370,460,556,650,740,740,740,830,927,1020,1110,1200,1390,1575,1670,1850,1950,2220,2410,2590,2870,3020,3100
10687,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,Impressive,1300,0,0,360,370,370,370,370,370,370,370,370,460,460,460,460,460,460,460,556,556,650,740,1575,1670,1850,1950,2100
27211,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MBJ,4000,,,1440,1670,1760,1950,2040,2130,2320,2500,2590,2780,2960,3240,3340,3610,3800,4080,4450,4630,4820,5190,5560,5930,6490,6820,7200
27209,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MBL A1,3000,,,720,830,927,1020,1020,1110,1200,1300,1390,1480,1575,1670,1760,1950,2040,2130,2320,2410,2590,2690,2870,3150,3430,3600,4100
27210,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MBL B,3000,,,720,830,927,1020,1020,1110,1200,1300,1390,1480,1575,1670,1760,1950,2040,2130,2320,2410,2590,2690,2870,3150,3430,3600,4100
27225,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MJB,4000,,,1170,1390,1575,1575,1760,1760,1950,2040,2130,2320,2500,2590,2780,2960,3240,3340,3610,3800,4080,4450,4630,4910,5370,5640,6200
29667,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MJB,5000,,,990,1300,1300,1390,1480,1575,1670,1760,1950,2040,2220,2320,2500,2590,2780,2960,3240,3430,3610,3800,4080,4350,4630,4870,5200
27224,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MJS,3000,,,810,1020,1110,1200,1300,1390,1480,1575,1575,1760,1850,1950,2040,2220,2320,2590,2690,2870,3060,3240,3430,3610,3890,4090,4100
27219,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MLY A,3000,,,630,740,830,830,927,1020,1020,1110,1200,1300,1480,1480,1575,1670,1760,1950,2040,2130,2320,2410,2590,2780,2960,3110,3300
27217,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MLY B1B,1200,,,540,650,650,740,830,927,927,1020,1110,1110,1300,1390,1480,1575,1575,1670,1850,1950,2040,2220,2410,2500,2690,2820,3100
27218,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MLY B2F,1500,,,540,556,650,650,650,740,740,830,830,927,1020,1110,1200,1200,1390,1480,1575,1670,1670,1850,2040,2040,2220,2340,2500
27208,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MNY,2000,,,810,927,1020,1020,1110,1200,1390,1390,1480,1575,1670,1850,1850,2040,2130,2320,2500,2590,2690,2960,3150,3430,3610,3800,4100
27212,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MSG BO,3000,,,900,1020,1200,1300,1390,1390,1480,1575,1670,1760,1950,2040,2220,2320,2500,2590,2780,3060,3240,3430,3610,3800,4080,4280,4500
27216,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,MSG CO,3000,,,900,1020,1200,1300,1390,1390,1480,1575,1670,1760,1950,2040,2220,2320,2500,2590,2780,3060,3240,3430,3610,3800,4080,4280,4500
10685,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,ocean,3000,0,0,360,370,370,370,370,370,370,370,370,460,460,460,460,556,650,740,830,830,927,927,1020,1110,1200,1266,1300
10686,"MOTOCICLETAS Y
MOTOCARROS","MOTOCICLETA
ELECTRICA",ENERGY MOTION,Volta Gel,5000,0,0,630,740,830,927,1020,1020,1200,1390,1480,1670,1850,1950,2220,2320,2590,2870,3150,3430,3710,4170,4540,4940,5350,5770,6200
